"id","taiaroa_east","direction","latitude","longitude","date","species","species_nice_name","count","year","month","season"
"munida_2015_03_10","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-03-10","white_chinned_petrel","White-chinned petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-03-10","hutton_fluttering_shearwater","Hutton's/Fluttering shearwater",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","sooty_shearwater","Sooty shearwater",10000,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","white_capped_mollymawk","White-capped albatross",6,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","northern_royal_albatross","Northern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","bullers_mollymawk","Buller's albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","salvins_mollymawk","Salvin's albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-03-10","southern_royal_albatross","Southern royal albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","black_backed_gull","Black-backed gull",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","sooty_shearwater","Sooty shearwater",10000,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","white_capped_mollymawk","White-capped albatross",6,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","white_fronted_tern","White-fronted tern",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","bullers_mollymawk","Buller's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","cape_petrel","Cape petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","southern_royal_albatross","Southern royal albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","black_browed_mollymawk","Black-browed albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","unknown_petrel","Unknown petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","unknown_stercorarius_skua","Unknown (Stercorarius) skua",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-03-10","unknown_tern","Unknown tern",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","black_backed_gull","Black-backed gull",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","white_capped_mollymawk","White-capped albatross",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","northern_royal_albatross","Northern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","white_fronted_tern","White-fronted tern",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","bullers_mollymawk","Buller's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","white_chinned_petrel","White-chinned petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","salvins_mollymawk","Salvin's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","southern_royal_albatross","Southern royal albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","fairy_prion","Fairy prion",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","out","-45.813379","171.2","2015-03-10","unknown_tern","Unknown tern",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","white_capped_mollymawk","White-capped albatross",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","northern_royal_albatross","Northern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","bullers_mollymawk","Buller's albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","cape_petrel","Cape petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","fairy_prion","Fairy prion",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","out","-45.819631","171.264659","2015-03-10","unknown_storm_petrel","Unknown storm petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","out","-45.820735","171.32876","2015-03-10","white_capped_mollymawk","White-capped albatross",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","out","-45.820735","171.32876","2015-03-10","bullers_mollymawk","Buller's albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","out","-45.820735","171.32876","2015-03-10","white_chinned_petrel","White-chinned petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","out","-45.820735","171.32876","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","out","-45.820735","171.32876","2015-03-10","fairy_prion","Fairy prion",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","white_capped_mollymawk","White-capped albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","white_chinned_petrel","White-chinned petrel",4,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","southern_royal_albatross","Southern royal albatross",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","fairy_prion","Fairy prion",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","unknown_storm_petrel","Unknown storm petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","out","-45.821431","171.394157","2015-03-10","black_bellied_storm_petrel","Black-bellied storm petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","white_capped_mollymawk","White-capped albatross",4,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","white_chinned_petrel","White-chinned petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","salvins_mollymawk","Salvin's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","fairy_prion","Fairy prion",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast55.60km","back","-45.830173","171.458426","2015-03-10","campbell_albatross","Campbell albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","white_capped_mollymawk","White-capped albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","bullers_mollymawk","Buller's albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","cape_petrel","Cape petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","fairy_prion","Fairy prion",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast50.55km","back","-45.821431","171.394157","2015-03-10","campbell_albatross","Campbell albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","black_backed_gull","Black-backed gull",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","white_capped_mollymawk","White-capped albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","northern_royal_albatross","Northern royal albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","unknown_giant_petrel","Unknown giant petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","cape_petrel","Cape petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","white_chinned_petrel","White-chinned petrel",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast45.50km","back","-45.820735","171.32876","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","sooty_shearwater","Sooty shearwater",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","white_capped_mollymawk","White-capped albatross",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","cape_petrel","Cape petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","white_chinned_petrel","White-chinned petrel",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","fairy_prion","Fairy prion",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","unknown_storm_petrel","Unknown storm petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast40.45km","back","-45.819631","171.264659","2015-03-10","campbell_albatross","Campbell albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","back","-45.813379","171.2","2015-03-10","sooty_shearwater","Sooty shearwater",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","back","-45.813379","171.2","2015-03-10","white_capped_mollymawk","White-capped albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","back","-45.813379","171.2","2015-03-10","cape_petrel","Cape petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","back","-45.813379","171.2","2015-03-10","white_chinned_petrel","White-chinned petrel",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast35.40km","back","-45.813379","171.2","2015-03-10","fairy_prion","Fairy prion",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","sooty_shearwater","Sooty shearwater",100,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","white_capped_mollymawk","White-capped albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","unknown_giant_petrel","Unknown giant petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","bullers_mollymawk","Buller's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","cape_petrel","Cape petrel",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","white_chinned_petrel","White-chinned petrel",3,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","southern_royal_albatross","Southern royal albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","unknown_petrel","Unknown petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast30.35km","back","-45.805056","171.136873","2015-03-10","campbell_albatross","Campbell albatross",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","back","-45.802175","171.070927","2015-03-10","sooty_shearwater","Sooty shearwater",20,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","back","-45.802175","171.070927","2015-03-10","cape_petrel","Cape petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","back","-45.802175","171.070927","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","back","-45.802175","171.070927","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast25.30km","back","-45.802175","171.070927","2015-03-10","mottled_petrel","Mottled petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","back","-45.791233","171.00974","2015-03-10","sooty_shearwater","Sooty shearwater",50,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","back","-45.791233","171.00974","2015-03-10","white_capped_mollymawk","White-capped albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","back","-45.791233","171.00974","2015-03-10","cape_petrel","Cape petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","back","-45.791233","171.00974","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast20.25km","back","-45.791233","171.00974","2015-03-10","fairy_prion","Fairy prion",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast15.20km","back","-45.784802","170.948576","2015-03-10","sooty_shearwater","Sooty shearwater",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast15.20km","back","-45.784802","170.948576","2015-03-10","white_capped_mollymawk","White-capped albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast15.20km","back","-45.784802","170.948576","2015-03-10","cape_petrel","Cape petrel",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast15.20km","back","-45.784802","170.948576","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast15.20km","back","-45.784802","170.948576","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","red_billed_gull","Red-billed gull",20,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","sooty_shearwater","Sooty shearwater",200,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","white_capped_mollymawk","White-capped albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","white_fronted_tern","White-fronted tern",5,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","cape_petrel","Cape petrel",10,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast10.15km","back","-45.781968","170.880842","2015-03-10","southern_royal_albatross","Southern royal albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","red_billed_gull","Red-billed gull",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","sooty_shearwater","Sooty shearwater",10,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","white_capped_mollymawk","White-capped albatross",10,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","otago_shag","Otago shag",2,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","bullers_mollymawk","Buller's albatross",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","white_chinned_petrel","White-chinned petrel",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast5.10km","back","-45.774693","170.820007","2015-03-10","bullers_shearwater","Buller's shearwater",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast0.5km","back","-45.770816","170.756482","2015-03-10","black_backed_gull","Black-backed gull",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast0.5km","back","-45.770816","170.756482","2015-03-10","white_fronted_tern","White-fronted tern",1,2015,3,"summer"
"munida_2015_03_10","TaiaroaEast0.5km","back","-45.770816","170.756482","2015-03-10","hutton_fluttering_shearwater","Hutton's/Fluttering shearwater",2,2015,3,"summer"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","sooty_shearwater","Sooty shearwater",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","white_capped_mollymawk","White-capped albatross",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","cape_petrel","Cape petrel",3,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","white_chinned_petrel","White-chinned petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","southern_royal_albatross","Southern royal albatross",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","fairy_prion","Fairy prion",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast10.15km","out","-45.781968","170.880842","2015-04-21","unknown_tern","Unknown tern",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","sooty_shearwater","Sooty shearwater",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","white_capped_mollymawk","White-capped albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","bullers_mollymawk","Buller's albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","cape_petrel","Cape petrel",4,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","white_chinned_petrel","White-chinned petrel",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","southern_royal_albatross","Southern royal albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast15.20km","out","-45.784802","170.948576","2015-04-21","fairy_prion","Fairy prion",6,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","sooty_shearwater","Sooty shearwater",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","white_capped_mollymawk","White-capped albatross",3,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","unknown_giant_petrel","Unknown giant petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","bullers_mollymawk","Buller's albatross",3,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","cape_petrel","Cape petrel",8,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","white_chinned_petrel","White-chinned petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","southern_royal_albatross","Southern royal albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","fairy_prion","Fairy prion",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast20.25km","out","-45.791233","171.00974","2015-04-21","light_mantled_sooty_albatross","Light-mantled albatross",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","sooty_shearwater","Sooty shearwater",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","white_capped_mollymawk","White-capped albatross",3,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","bullers_mollymawk","Buller's albatross",3,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","cape_petrel","Cape petrel",6,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","white_chinned_petrel","White-chinned petrel",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","southern_royal_albatross","Southern royal albatross",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast25.30km","out","-45.802175","171.070927","2015-04-21","black_fronted_tern","Black-fronted tern",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","sooty_shearwater","Sooty shearwater",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","white_capped_mollymawk","White-capped albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","unknown_giant_petrel","Unknown giant petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","bullers_mollymawk","Buller's albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","cape_petrel","Cape petrel",4,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","white_chinned_petrel","White-chinned petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","southern_royal_albatross","Southern royal albatross",2,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","fairy_prion","Fairy prion",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast30.35km","out","-45.805056","171.136873","2015-04-21","black_bellied_storm_petrel","Black-bellied storm petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast35.40km","out","-45.813379","171.2","2015-04-21","white_capped_mollymawk","White-capped albatross",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast35.40km","out","-45.813379","171.2","2015-04-21","cape_petrel","Cape petrel",1,2015,4,"autumn"
"munida_2015_04_21","TaiaroaEast35.40km","out","-45.813379","171.2","2015-04-21","white_chinned_petrel","White-chinned petrel",2,2015,4,"autumn"
